OTUID	node.degree	node.betw	node.stress	node.evcent	Clustering.Coefficient	No..module	Zi	Pi	Group	Kingdom	Phylum	Class	Order	Family	Genus	CultStrains	Identity
OTU_634	10	0.428976174	0.645356368	1.49E-07	0.222222222	M2	0.038108375	0	D0	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	D108046A	99.767
OTU_645	28	0.057337892	0.277229551	0.000130129	0.26984127	M1	0.663299419	0	D0	Bacteria	Latescibacterota	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	uncultured__bacterium	NA	NA
OTU_672	14	0.040793828	-0.000155446	0.005526099	0.351648352	M2	1.641816604	0	D1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	uncultured__bacterium	NA	NA
OTU_689	3	0.183553166	0.108910485	0.002839332	0	M2	-0.477899669	0	D1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium__enrichment__culture__clone__R4-81B	NA	NA
OTU_706	5	0.212394382	0.288217832	0.078750184	0	M3	0.530473508	0.32	D6	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sphaerochaeta	NA	NA
OTU_737	9	1.121816066	1.473722969	0.153676991	0	M5	0.701047485	0.716049383	D6	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D738002A	96.97
OTU_741	4	0.216555267	0.301948243	0.090050666	0	M5	0.729324957	0.375	D5	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D515010	96.97
OTU_743	7	2.770369415	1.930004413	0.04922183	0	M1	1.967909398	0.244897959	D5	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D515015	97.442
OTU_747	6	0.473605329	1.024822142	0.172887994	0	M2	1.425879564	0.277777778	D5	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D738002A	89.977
OTU_757	14	4.751873748	4.654030688	0.33552297	0	M1	3.045574068	0.602040816	D5	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D622004A	96.037
OTU_763	7	2.1527574	0.967357689	0.021579812	0	M5	3.314068624	0	D3	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D520045B	97.203
OTU_768	7	0.987403537	0.696243097	0.075238763	0	M4	1.501625136	0.448979592	D5	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	D724002B	97.902
OTU_770	10	1.450949852	1.061738914	0.13585875	0	M2	1.700579139	0.68	D6	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	D738002A	92.075
OTU_785	4	0.620751625	0.405821619	0.092856357	0	M3	0.37242265	0.375	D5	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D738002A	96.503
OTU_785	10	1.309723824	1.644281966	0.1750328	0	M6	1.260252076	0.7	D6	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D738002A	96.503
OTU_796	21	4.600180974	5.447943362	0.011110806	0.20952381	M2	2.990726959	0	D1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium	NA	NA
OTU_797	11	3.055320287	2.753954226	0.003837224	0.2	M2	0.871010687	0.165289256	D1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium__enrichment__culture__clone__R4-81B	NA	NA
OTU_798	13	1.002713618	0.891343756	0.007481622	0.243589744	M2	1.449115125	0	D1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium	NA	NA
OTU_799	17	0.914129577	0.79241342	0.012285435	0.257352941	M2	2.027219563	0.110726644	D1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium	NA	NA
OTU_800	18	1.205287337	1.323449287	0.005913871	0.176470588	M2	2.219921042	0.104938272	D1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	uncultured__Firmicutes__bacterium	NA	NA
OTU_801	14	0.556547588	0.372609209	0.003866065	0.274725275	M2	1.641816604	0	D1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	uncultured__bacterium	NA	NA
OTU_802	5	1.521700493	2.036059572	0.000935803	0.2	M2	-0.09249671	0	D1	Bacteria	Bacillota	Bacilli	Izemoplasmatales	Izemoplasmataceae	bacterium	NA	NA
OTU_822	15	0.463225104	0.360914292	0.13513293	0.285714286	M1	0.687372459	0	D1	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Dethiosulfatibacteraceae	Dethiosulfatibacter	NA	NA
OTU_824	8	0.260258789	0.795090342	0.15938588	0	M4	1.133893419	0.6875	D6	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D738002A	90.443
OTU_848	31	0.097399343	0.017154285	0.100652837	0.421505376	M3	0.41919278	0	D0	Bacteria	Bacillota	Desulfitobacteriia	Desulfitobacteriales	uncultured	uncultured__Firmicutes__bacterium	NA	NA
OTU_9	5	0.751919944	0.842513768	0.060703618	0	M2	1.425879564	0	D5	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D519010B	99.306
OTU_90	24	0.294416834	-0.167787692	0.056394518	0.391304348	M3	0.043152198	0	D0	Bacteria	Fermentibacterota	Fermentibacteria	Fermentibacterales	Fermentibacteraceae	metagenome	NA	NA
OTU_912	8	0.823756937	0.675323276	0.103054462	0	M7	1.748657619	0.53125	D3	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	D515015	94.639
OTU_941	63	1.364163531	1.681982144	0.182871688	0.456733231	M3	2.138235438	0	D0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilum	D720001A	100
OTU_948	6	0.085593691	0.282212233	0.120776546	0	M5	-0.408944366	0.722222222	D6	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	uncultured__bacterium	D104049F	88.084
OTU_952	5	0.988292762	1.611317507	8.45E-05	0.1	M2	-0.285198189	0.32	D1	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Mangrovibacterium	D715006	100
